2017-09-13 19:22:06.180051,301.539541
2017-09-13 19:22:11.214827,301.836625
2017-09-13 19:22:16.246548,301.42229
2017-09-13 19:22:21.284366,301.060712
2017-09-13 19:22:26.322014,149.29665
2017-09-13 19:22:31.355184,149.842876
2017-09-13 19:22:36.391928,149.623278
2017-09-13 19:22:41.429271,148.577912
2017-09-13 19:22:46.463168,149.732417
2017-09-13 19:22:51.500946,149.501279
2017-09-13 19:22:56.539339,149.990791
2017-09-13 19:23:01.573186,41.570697
2017-09-13 19:23:06.608425,41.46802
2017-09-13 19:23:11.646483,41.414736
2017-09-13 19:23:16.685694,41.463932
2017-09-13 19:23:21.722843,41.425551
2017-09-13 19:23:26.758097,41.424035
2017-09-13 19:23:31.793786,41.290693
2017-09-13 19:23:36.833456,41.234771
2017-09-13 19:23:41.877371,41.261479
2017-09-13 19:23:46.915225,41.347538
2017-09-13 19:23:51.949805,41.442235
2017-09-13 19:23:56.995198,41.392315
2017-09-13 19:24:02.069020,41.453644
2017-09-13 19:24:07.118999,41.422122
2017-09-13 19:24:12.151665,41.358419
2017-09-13 19:24:17.191254,41.32848
2017-09-13 19:24:22.229087,41.401745
2017-09-13 19:24:27.266790,41.241234
2017-09-13 19:24:32.309605,41.272822
2017-09-13 19:24:37.344929,41.332634
2017-09-13 19:24:42.380931,0.943546
2017-09-13 19:24:47.416383,0.811458
2017-09-13 19:24:52.455451,0.920927
2017-09-13 19:24:57.488477,0.929698
2017-09-13 19:25:02.523065,0.899099
2017-09-13 19:25:07.561404,0.929302
2017-09-13 19:25:12.597162,1.051103
2017-09-13 19:25:17.637134,0.89778
2017-09-13 19:25:22.713360,0.896131
2017-09-13 19:25:27.752091,0.935171
2017-09-13 19:25:32.789775,0.831109
2017-09-13 19:25:35.868410,1.06205
